EMPLOYERNAME,CALENDARYEAR,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,OCCGROUP,EMPLOYMENTSTATUS,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT
Bank of Montreal,2013,Provincial,British Columbia,,,Overall,Full-Time,147,64,83,5,2,3,6,3,3,44,24,20
Bank of Montreal,2013,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,14,6,8,,,,,,,4,2,2
Bank of Montreal,2015,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,14,3,11,,,,,,,2,1,1
Bank of Montreal,2019,Provincial,Alberta,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,58,23,35,1,,1,2,1,1,17,7,10
Bank of Montreal,2010,Provincial,British Columbia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,3,1,2,,,,,,,1,1,
Bank of Montreal,2014,National,Canada,,,Overall,Part-Time,1272,412,860,31,9,22,39,17,22,254,117,137
Bank of Montreal,2014,Provincial,New Brunswick,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,1,1,,,,,,,,,,
Bank of Montreal,2016,National,Canada,,,Overall,Full-Time,2508,1321,1187,30,10,20,50,27,23,1030,557,473
Bank of Montreal,2016,Provincial,Ontario,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,Full-Time,4,2,2,,,,1,1,,3,2,1
Bank of Montreal,2016,Provincial,Qu�bec,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,9,1,8,,,,,,,3,,3
Bank of Montreal,2015,National,Canada,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,20,6,14,,,,1,1,,7,4,3
Bank of Montreal,2019,Provincial,British Columbia,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,2,1,1,,,,,,,,,
Bank of Montreal,2010,National,Canada,5221,Depository Credit Intermediation,Other Sales and Service Personnel,Full-Time,7,7,,,,,,,,1,1,
Bank of Montreal,2014,National,Canada,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,1207,379,828,31,9,22,38,17,21,233,105,128
Bank of Montreal,2011,Provincial,Ontario,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,535,223,312,9,1,8,18,7,11,272,124,148
Bank of Montreal,2011,Provincial,Alberta,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,3,,3,,,,,,,,,
Bank of Montreal,2013,Provincial,British Columbia,,,Overall,Part-Time,218,67,151,7,2,5,7,4,3,28,5,23
Bank of Montreal,2014,Provincial,Qu�bec,,,Overall,Full-Time,536,276,260,3,1,2,6,2,4,73,34,39
Bank of Montreal,2017,National,Canada,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,392,167,225,6,,6,10,1,9,142,68,74
Bank of Montreal,2017,Provincial,Qu�bec,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,72,44,28,,,,1,,1,18,8,10
Bank of Montreal,2017,Provincial,Alberta,,,Overall,Part-Time,134,33,101,4,,4,5,1,4,49,12,37
